GeneA_HOG	GeneB_HOG
HOG0000961	HOG0013771
HOG0000964	HOG0010247
HOG0000964	HOG0011069
HOG0000964	HOG0011070
HOG0000964	HOG0013349
HOG0000964	HOG0014136
HOG0000966	HOG0013385
HOG0000969	HOG0004520
HOG0000969	HOG0006078
HOG0000969	HOG0014300
HOG0000972	HOG0014733
HOG0000973	HOG0002666
HOG0000973	HOG0006366
HOG0000973	HOG0012615
HOG0000976	HOG0002130
HOG0000976	HOG0004455
HOG0000976	HOG0005364
HOG0000976	HOG0006553
HOG0000976	HOG0008644
HOG0000976	HOG0010256
HOG0000976	HOG0011663
HOG0000976	HOG0012320
HOG0000976	HOG0014941
HOG0000979	HOG0005484
HOG0000979	HOG0007767
HOG0000979	HOG0012389
HOG0000979	HOG0013440
HOG0000979	HOG0017201
HOG0000982	HOG0014253
HOG0000984	HOG0008359
HOG0000988	HOG0005516
HOG0000988	HOG0007176
HOG0000988	HOG0007503
HOG0000988	HOG0007864
HOG0000988	HOG0008015
HOG0000988	HOG0010264
HOG0000988	HOG0010645
HOG0000988	HOG0011158
HOG0000988	HOG0011399
HOG0000988	HOG0011448
HOG0000988	HOG0012230
HOG0000988	HOG0012397
HOG0000988	HOG0015417
HOG0000989	HOG0001498
HOG0000989	HOG0001500
HOG0000989	HOG0002058
HOG0000989	HOG0002244
HOG0000989	HOG0002283
HOG0000989	HOG0003477
HOG0000989	HOG0003634
HOG0000989	HOG0003739
HOG0000989	HOG0003934
HOG0000989	HOG0004324
HOG0000989	HOG0005144
HOG0000989	HOG0005199
HOG0000989	HOG0005268
HOG0000989	HOG0005567
HOG0000989	HOG0005570
HOG0000989	HOG0005615
HOG0000989	HOG0005639
HOG0000989	HOG0005887
HOG0000989	HOG0005944
HOG0000989	HOG0006011
HOG0000989	HOG0006100
HOG0000989	HOG0006535
HOG0000989	HOG0006756
HOG0000989	HOG0006829
HOG0000989	HOG0006939
HOG0000989	HOG0007018
HOG0000989	HOG0007173
HOG0000989	HOG0007175
HOG0000989	HOG0007452
HOG0000989	HOG0007494
HOG0000989	HOG0007621
HOG0000989	HOG0007898
HOG0000989	HOG0007914
HOG0000989	HOG0007922
HOG0000989	HOG0008030
HOG0000989	HOG0008087
HOG0000989	HOG0008156
HOG0000989	HOG0008332
HOG0000989	HOG0008368
HOG0000989	HOG0008452
HOG0000989	HOG0008504
HOG0000989	HOG0008650
HOG0000989	HOG0008670
HOG0000989	HOG0008706
HOG0000989	HOG0008771
HOG0000989	HOG0008843
HOG0000989	HOG0008887
HOG0000989	HOG0008943
HOG0000989	HOG0009133
HOG0000989	HOG0009190
HOG0000989	HOG0009201
HOG0000989	HOG0009260
HOG0000989	HOG0009300
HOG0000989	HOG0009301
HOG0000989	HOG0009439
HOG0000989	HOG0009453
HOG0000989	HOG0009465
HOG0000989	HOG0009602
HOG0000989	HOG0009690
HOG0000989	HOG0009695
HOG0000989	HOG0009697
HOG0000989	HOG0010186
HOG0000989	HOG0010206
HOG0000989	HOG0010243
HOG0000989	HOG0010402
HOG0000989	HOG0010489
HOG0000989	HOG0010563
HOG0000989	HOG0010705
HOG0000989	HOG0010839
HOG0000989	HOG0010875
HOG0000989	HOG0011075
HOG0000989	HOG0011094
HOG0000989	HOG0011113
HOG0000989	HOG0011157
HOG0000989	HOG0011661
HOG0000989	HOG0011790
HOG0000989	HOG0012179
HOG0000989	HOG0012258
HOG0000989	HOG0012321
HOG0000989	HOG0012807
HOG0000989	HOG0012972
HOG0000989	HOG0013183
HOG0000989	HOG0013412
HOG0000989	HOG0013524
HOG0000989	HOG0013570
HOG0000989	HOG0013704
HOG0000989	HOG0013782
HOG0000989	HOG0013926
HOG0000989	HOG0013953
HOG0000989	HOG0014655
HOG0000989	HOG0015068
HOG0000989	HOG0015145
HOG0000989	HOG0015164
HOG0000989	HOG0015563
HOG0000989	HOG0015781
HOG0000991	HOG0006528
HOG0000991	HOG0008866
HOG0000997	HOG0004264
HOG0001000	HOG0001459
HOG0001000	HOG0002650
HOG0001000	HOG0003345
HOG0001000	HOG0004563
HOG0001000	HOG0005731
HOG0001000	HOG0005894
HOG0001000	HOG0006867
HOG0001000	HOG0007141
HOG0001000	HOG0007781
HOG0001000	HOG0008745
HOG0001000	HOG0009279
HOG0001000	HOG0009640
HOG0001000	HOG0010190
HOG0001000	HOG0010220
HOG0001000	HOG0010683
HOG0001000	HOG0010745
HOG0001000	HOG0010893
HOG0001000	HOG0011605
HOG0001000	HOG0011656
HOG0001000	HOG0011679
HOG0001000	HOG0011813
HOG0001000	HOG0012241
HOG0001000	HOG0012502
HOG0001000	HOG0012516
HOG0001000	HOG0013499
HOG0001000	HOG0014574
HOG0001000	HOG0015088
HOG0001003	HOG0004841
HOG0001003	HOG0007010
HOG0001003	HOG0008311
HOG0001003	HOG0009772
HOG0001003	HOG0009807
HOG0001003	HOG0014161
HOG0001010	HOG0016019
HOG0001010	HOG0016204
HOG0001017	HOG0003751
HOG0001017	HOG0004894
HOG0001017	HOG0008319
HOG0001017	HOG0008472
HOG0001017	HOG0008703
HOG0001017	HOG0010378
HOG0001017	HOG0010995
HOG0001017	HOG0011153
HOG0001017	HOG0011362
HOG0001017	HOG0011495
HOG0001017	HOG0011539
HOG0001017	HOG0012570
HOG0001020	HOG0007185
HOG0001020	HOG0014752
HOG0001031	HOG0006026
HOG0001047	HOG0013527
HOG0001047	HOG0014776
HOG0001052	HOG0007451
HOG0001053	HOG0002215
HOG0001053	HOG0002445
HOG0001053	HOG0002643
HOG0001053	HOG0004761
HOG0001053	HOG0004961
HOG0001053	HOG0005243
HOG0001053	HOG0006329
HOG0001053	HOG0007287
HOG0001053	HOG0007898
HOG0001053	HOG0008231
HOG0001053	HOG0008569
HOG0001053	HOG0008778
HOG0001053	HOG0011898
HOG0001053	HOG0012179
HOG0001053	HOG0012967
HOG0001053	HOG0013294
HOG0001053	HOG0013725
HOG0001053	HOG0013884
HOG0001057	HOG0004645
HOG0001057	HOG0011342
HOG0001057	HOG0013889
HOG0001060	HOG0002101
HOG0001060	HOG0009389
HOG0001060	HOG0009441
HOG0001060	HOG0009640
HOG0001060	HOG0010435
HOG0001060	HOG0011897
HOG0001060	HOG0012504
HOG0001060	HOG0012522
HOG0001060	HOG0012861
HOG0001060	HOG0013159
HOG0001061	HOG0006517
HOG0001061	HOG0011378
HOG0001061	HOG0011885
HOG0001061	HOG0013290
HOG0001061	HOG0014973
HOG0001099	HOG0010256
HOG0001099	HOG0011187
HOG0001109	HOG0017243
HOG0001110	HOG0006164
HOG0001110	HOG0014162
HOG0001119	HOG0014587
HOG0001120	HOG0002406
HOG0001120	HOG0006190
HOG0001120	HOG0007911
HOG0001120	HOG0011542
HOG0001120	HOG0011585
HOG0001120	HOG0012106
HOG0001120	HOG0012649
HOG0001120	HOG0013883
HOG0001120	HOG0014265
HOG0001123	HOG0007509
HOG0001123	HOG0011175
HOG0001123	HOG0013355
HOG0001123	HOG0013589
HOG0001123	HOG0013614
HOG0001123	HOG0014197
HOG0001124	HOG0002961
HOG0001124	HOG0004113
HOG0001124	HOG0004288
HOG0001124	HOG0004979
HOG0001124	HOG0005337
HOG0001124	HOG0007476
HOG0001124	HOG0007706
HOG0001124	HOG0009395
HOG0001124	HOG0010793
HOG0001124	HOG0010818
HOG0001124	HOG0012121
HOG0001124	HOG0014933
HOG0001124	HOG0014986
HOG0001125	HOG0009062
HOG0001125	HOG0011672
HOG0001127	HOG0001509
HOG0001127	HOG0001733
HOG0001127	HOG0001851
HOG0001127	HOG0001979
HOG0001127	HOG0002058
HOG0001127	HOG0002154
HOG0001127	HOG0002272
HOG0001127	HOG0002516
HOG0001127	HOG0002542
HOG0001127	HOG0002897
HOG0001127	HOG0003241
HOG0001127	HOG0003778
HOG0001127	HOG0003819
HOG0001127	HOG0004412
HOG0001127	HOG0004596
HOG0001127	HOG0005186
HOG0001127	HOG0005606
HOG0001127	HOG0005676
HOG0001127	HOG0005710
HOG0001127	HOG0006011
HOG0001127	HOG0006037
HOG0001127	HOG0006170
HOG0001127	HOG0006240
HOG0001127	HOG0006252
HOG0001127	HOG0006524
HOG0001127	HOG0006603
HOG0001127	HOG0006762
HOG0001127	HOG0006823
HOG0001127	HOG0006876
HOG0001127	HOG0006960
HOG0001127	HOG0007027
HOG0001127	HOG0007030
HOG0001127	HOG0007240
HOG0001127	HOG0007311
HOG0001127	HOG0007407
HOG0001127	HOG0007413
HOG0001127	HOG0007754
HOG0001127	HOG0007787
HOG0001127	HOG0007857
HOG0001127	HOG0007922
HOG0001127	HOG0008087
HOG0001127	HOG0008101
HOG0001127	HOG0008449
HOG0001127	HOG0008670
HOG0001127	HOG0008771
HOG0001127	HOG0008827
HOG0001127	HOG0008834
HOG0001127	HOG0009080
HOG0001127	HOG0009159
HOG0001127	HOG0009345
HOG0001127	HOG0009378
HOG0001127	HOG0009396
HOG0001127	HOG0009427
HOG0001127	HOG0009585
HOG0001127	HOG0009663
HOG0001127	HOG0009697
HOG0001127	HOG0009710
HOG0001127	HOG0009765
HOG0001127	HOG0009825
HOG0001127	HOG0009857
HOG0001127	HOG0010049
HOG0001127	HOG0010059
HOG0001127	HOG0010239
HOG0001127	HOG0010306
HOG0001127	HOG0010332
HOG0001127	HOG0010602
HOG0001127	HOG0010617
HOG0001127	HOG0010653
HOG0001127	HOG0010821
HOG0001127	HOG0010927
HOG0001127	HOG0011205
HOG0001127	HOG0011543
HOG0001127	HOG0011553
HOG0001127	HOG0011559
HOG0001127	HOG0011602
HOG0001127	HOG0011661
HOG0001127	HOG0011753
HOG0001127	HOG0012280
HOG0001127	HOG0012439
HOG0001127	HOG0012494
HOG0001127	HOG0012633
HOG0001127	HOG0013105
HOG0001127	HOG0013126
HOG0001127	HOG0013412
HOG0001127	HOG0013609
HOG0001127	HOG0013652
HOG0001127	HOG0013692
HOG0001127	HOG0013986
HOG0001127	HOG0014037
HOG0001127	HOG0014111
HOG0001127	HOG0014166
HOG0001127	HOG0014388
HOG0001127	HOG0014508
HOG0001127	HOG0015054
HOG0001127	HOG0015480
HOG0001127	HOG0015625
HOG0001127	HOG0015781
HOG0001131	HOG0001163
HOG0001131	HOG0007643
HOG0001134	HOG0002103
HOG0001134	HOG0002675
HOG0001134	HOG0002942
HOG0001134	HOG0003782
HOG0001134	HOG0004005
HOG0001134	HOG0004407
HOG0001134	HOG0004711
HOG0001134	HOG0004928
HOG0001134	HOG0005567
HOG0001134	HOG0005579
HOG0001134	HOG0005644
HOG0001134	HOG0005730
HOG0001134	HOG0005921
HOG0001134	HOG0006026
HOG0001134	HOG0006056
HOG0001134	HOG0006107
HOG0001134	HOG0006463
HOG0001134	HOG0006535
HOG0001134	HOG0006743
HOG0001134	HOG0006756
HOG0001134	HOG0007164
HOG0001134	HOG0007292
HOG0001134	HOG0007295
HOG0001134	HOG0007358
HOG0001134	HOG0007452
HOG0001134	HOG0007626
HOG0001134	HOG0007819
HOG0001134	HOG0007883
HOG0001134	HOG0007898
HOG0001134	HOG0008324
HOG0001134	HOG0008342
HOG0001134	HOG0008344
HOG0001134	HOG0008785
HOG0001134	HOG0008805
HOG0001134	HOG0008828
HOG0001134	HOG0008831
HOG0001134	HOG0008846
HOG0001134	HOG0008941
HOG0001134	HOG0009074
HOG0001134	HOG0009101
HOG0001134	HOG0009133
HOG0001134	HOG0009202
HOG0001134	HOG0009260
HOG0001134	HOG0009313
HOG0001134	HOG0009479
HOG0001134	HOG0009678
HOG0001134	HOG0009733
HOG0001134	HOG0009828
HOG0001134	HOG0010140
HOG0001134	HOG0010170
HOG0001134	HOG0010243
HOG0001134	HOG0010494
HOG0001134	HOG0010563
HOG0001134	HOG0010678
HOG0001134	HOG0010709
HOG0001134	HOG0011039
HOG0001134	HOG0011111
HOG0001134	HOG0011126
HOG0001134	HOG0011184
HOG0001134	HOG0011223
HOG0001134	HOG0011377
HOG0001134	HOG0011409
HOG0001134	HOG0011471
HOG0001134	HOG0011518
HOG0001134	HOG0011645
HOG0001134	HOG0011673
HOG0001134	HOG0011820
HOG0001134	HOG0011862
HOG0001134	HOG0011923
HOG0001134	HOG0011970
HOG0001134	HOG0011972
HOG0001134	HOG0012087
HOG0001134	HOG0012269
HOG0001134	HOG0012334
HOG0001134	HOG0012344
HOG0001134	HOG0012528
HOG0001134	HOG0012610
HOG0001134	HOG0012986
HOG0001134	HOG0012992
HOG0001134	HOG0013051
HOG0001134	HOG0013086
HOG0001134	HOG0013181
HOG0001134	HOG0013183
HOG0001134	HOG0013227
HOG0001134	HOG0013294
HOG0001134	HOG0013343
HOG0001134	HOG0013400
HOG0001134	HOG0013516
HOG0001134	HOG0013704
HOG0001134	HOG0013835
HOG0001134	HOG0013877
HOG0001134	HOG0013983
HOG0001134	HOG0014122
HOG0001134	HOG0014164
HOG0001134	HOG0014177
HOG0001134	HOG0014199
HOG0001134	HOG0014264
HOG0001134	HOG0014562
HOG0001134	HOG0014610
HOG0001134	HOG0015145
HOG0001134	HOG0015164
HOG0001134	HOG0015397
HOG0001134	HOG0015605
HOG0001137	HOG0004123
HOG0001137	HOG0004696
HOG0001137	HOG0005481
HOG0001137	HOG0006816
HOG0001137	HOG0007437
HOG0001137	HOG0007544
HOG0001137	HOG0007778
HOG0001137	HOG0009579
HOG0001137	HOG0010178
HOG0001137	HOG0010708
HOG0001137	HOG0010766
HOG0001137	HOG0011069
HOG0001137	HOG0011339
HOG0001137	HOG0012351
HOG0001137	HOG0012365
HOG0001137	HOG0012441
HOG0001137	HOG0014975
HOG0001143	HOG0006333
HOG0001143	HOG0006811
HOG0001157	HOG0012090
HOG0001157	HOG0013105
HOG0001157	HOG0013429
HOG0001157	HOG0016779
HOG0001163	HOG0008263
HOG0001163	HOG0011514
HOG0001169	HOG0015062
HOG0001173	HOG0005182
HOG0001173	HOG0007178
HOG0001173	HOG0012078
HOG0001173	HOG0012928
HOG0001196	HOG0005879
HOG0001196	HOG0007187
HOG0001196	HOG0010210
HOG0001196	HOG0011514
HOG0001196	HOG0011939
HOG0001196	HOG0012657
HOG0001196	HOG0013314
HOG0001196	HOG0013878
HOG0001202	HOG0001717
HOG0001202	HOG0007452
HOG0001202	HOG0008030
HOG0001202	HOG0010705
HOG0001202	HOG0011414
HOG0001202	HOG0013086
HOG0001202	HOG0013183
HOG0001202	HOG0014199
HOG0001202	HOG0016191
HOG0001206	HOG0010407
HOG0001207	HOG0002879
HOG0001207	HOG0003764
HOG0001207	HOG0007819
HOG0001207	HOG0008010
HOG0001207	HOG0013477
HOG0001207	HOG0013493
HOG0001207	HOG0013857
HOG0001210	HOG0010483
HOG0001221	HOG0007422
HOG0001221	HOG0013009
HOG0001221	HOG0013391
HOG0001221	HOG0014003
HOG0001221	HOG0014832
HOG0001221	HOG0017212
HOG0001222	HOG0002961
HOG0001222	HOG0005241
HOG0001222	HOG0006865
HOG0001222	HOG0009705
HOG0001222	HOG0010137
HOG0001222	HOG0013161
HOG0001228	HOG0008621
HOG0001228	HOG0010622
HOG0001233	HOG0002564
HOG0001233	HOG0006909
HOG0001242	HOG0008871
HOG0001244	HOG0009887
HOG0001244	HOG0015552
HOG0001245	HOG0009308
HOG0001245	HOG0016572
HOG0001246	HOG0001423
HOG0001246	HOG0002542
HOG0001246	HOG0005676
HOG0001246	HOG0006092
HOG0001246	HOG0007265
HOG0001246	HOG0007746
HOG0001246	HOG0008341
HOG0001246	HOG0008581
HOG0001246	HOG0008648
HOG0001246	HOG0009400
HOG0001246	HOG0010065
HOG0001246	HOG0010864
HOG0001246	HOG0010887
HOG0001246	HOG0010994
HOG0001246	HOG0010997
HOG0001246	HOG0011454
HOG0001246	HOG0011460
HOG0001246	HOG0011628
HOG0001246	HOG0011942
HOG0001246	HOG0012636
HOG0001246	HOG0012875
HOG0001246	HOG0013126
HOG0001246	HOG0013620
HOG0001246	HOG0013718
HOG0001246	HOG0014568
HOG0001247	HOG0015147
HOG0001249	HOG0003795
HOG0001249	HOG0003796
HOG0001249	HOG0006550
HOG0001249	HOG0008388
HOG0001249	HOG0008408
HOG0001249	HOG0008569
HOG0001249	HOG0008779
HOG0001249	HOG0008967
HOG0001249	HOG0009794
HOG0001249	HOG0010976
HOG0001249	HOG0011595
HOG0001249	HOG0011675
HOG0001249	HOG0011799
HOG0001249	HOG0012078
HOG0001249	HOG0012709
HOG0001249	HOG0014205
HOG0001249	HOG0014280
HOG0001251	HOG0007866
HOG0001251	HOG0014673
HOG0001252	HOG0011627
HOG0001252	HOG0013336
HOG0001275	HOG0009848
HOG0001278	HOG0003241
HOG0001278	HOG0003739
HOG0001278	HOG0004685
HOG0001278	HOG0005705
HOG0001278	HOG0007175
HOG0001278	HOG0007621
HOG0001278	HOG0008087
HOG0001278	HOG0008771
HOG0001278	HOG0009602
HOG0001278	HOG0009690
HOG0001278	HOG0011871
HOG0001278	HOG0012614
HOG0001278	HOG0013980
HOG0001278	HOG0014037
HOG0001278	HOG0014508
HOG0001278	HOG0014571
HOG0001278	HOG0015091
HOG0001302	HOG0001508
HOG0001302	HOG0006236
HOG0001302	HOG0006299
HOG0001302	HOG0008673
HOG0001302	HOG0009154
HOG0001302	HOG0010391
HOG0001302	HOG0011563
HOG0001306	HOG0007523
HOG0001306	HOG0011307
HOG0001306	HOG0012272
HOG0001306	HOG0014822
HOG0001307	HOG0002208
HOG0001307	HOG0016127
HOG0001310	HOG0003435
HOG0001310	HOG0005570
HOG0001310	HOG0006301
HOG0001310	HOG0013524
HOG0001317	HOG0007508
HOG0001317	HOG0008350
HOG0001317	HOG0009079
HOG0001317	HOG0011441
HOG0001317	HOG0011620
HOG0001317	HOG0012088
HOG0001317	HOG0012416
HOG0001317	HOG0012565
HOG0001317	HOG0012596
HOG0001317	HOG0013153
HOG0001318	HOG0001478
HOG0001318	HOG0005382
HOG0001318	HOG0008373
HOG0001318	HOG0008792
HOG0001318	HOG0012405
HOG0001318	HOG0012646
HOG0001318	HOG0013846
HOG0001320	HOG0002942
HOG0001320	HOG0010371
HOG0001320	HOG0010705
HOG0001320	HOG0013849
HOG0001320	HOG0014199
HOG0001321	HOG0002320
HOG0001321	HOG0005541
HOG0001321	HOG0010970
HOG0001322	HOG0013390
HOG0001324	HOG0006774
HOG0001324	HOG0010225
HOG0001324	HOG0012335
HOG0001339	HOG0006760
HOG0001339	HOG0007114
HOG0001339	HOG0007124
HOG0001339	HOG0010225
HOG0001339	HOG0011121
HOG0001339	HOG0011568
HOG0001339	HOG0012352
HOG0001339	HOG0013159
HOG0001342	HOG0001860
HOG0001347	HOG0003824
HOG0001347	HOG0004265
HOG0001347	HOG0004564
HOG0001347	HOG0005747
HOG0001347	HOG0005931
HOG0001347	HOG0005975
HOG0001347	HOG0006880
HOG0001347	HOG0009234
HOG0001347	HOG0009462
HOG0001347	HOG0010242
HOG0001347	HOG0010350
HOG0001347	HOG0010899
HOG0001347	HOG0011472
HOG0001347	HOG0011898
HOG0001355	HOG0004285
HOG0001355	HOG0007222
HOG0001355	HOG0007813
HOG0001355	HOG0011131
HOG0001355	HOG0011869
HOG0001355	HOG0014626
HOG0001360	HOG0014231
HOG0001369	HOG0004257
HOG0001369	HOG0009898
HOG0001369	HOG0011658
HOG0001388	HOG0001574
HOG0001388	HOG0001733
HOG0001388	HOG0006308
HOG0001388	HOG0010461
HOG0001388	HOG0014083
HOG0001388	HOG0014983
HOG0001389	HOG0008612
HOG0001389	HOG0009422
HOG0001389	HOG0015639
HOG0001389	HOG0015663
HOG0001393	HOG0007455
HOG0001409	HOG0014506
HOG0001410	HOG0007264
HOG0001423	HOG0002156
HOG0001423	HOG0002197
HOG0001423	HOG0002321
HOG0001423	HOG0002454
HOG0001423	HOG0002542
HOG0001423	HOG0004363
HOG0001423	HOG0004441
HOG0001423	HOG0004680
HOG0001423	HOG0004711
HOG0001423	HOG0004901
HOG0001423	HOG0005676
HOG0001423	HOG0006278
HOG0001423	HOG0006590
HOG0001423	HOG0006695
HOG0001423	HOG0007265
HOG0001423	HOG0007746
HOG0001423	HOG0007824
HOG0001423	HOG0008341
HOG0001423	HOG0008377
HOG0001423	HOG0008560
HOG0001423	HOG0008601
HOG0001423	HOG0008648
HOG0001423	HOG0009400
HOG0001423	HOG0009876
HOG0001423	HOG0009958
HOG0001423	HOG0010065
HOG0001423	HOG0010403
HOG0001423	HOG0010840
HOG0001423	HOG0010864
HOG0001423	HOG0010887
HOG0001423	HOG0010994
HOG0001423	HOG0010997
HOG0001423	HOG0011162
HOG0001423	HOG0011345
HOG0001423	HOG0011550
HOG0001423	HOG0011628
HOG0001423	HOG0012287
HOG0001423	HOG0012425
HOG0001423	HOG0012800
HOG0001423	HOG0012875
HOG0001423	HOG0012911
HOG0001423	HOG0012946
HOG0001423	HOG0013180
HOG0001423	HOG0013394
HOG0001423	HOG0013481
HOG0001423	HOG0013514
HOG0001423	HOG0013620
HOG0001423	HOG0013718
HOG0001423	HOG0014686
HOG0001423	HOG0014697
HOG0001423	HOG0014805
HOG0001423	HOG0015744
HOG0001432	HOG0002244
HOG0001433	HOG0006491
HOG0001433	HOG0006495
HOG0001433	HOG0006945
HOG0001433	HOG0007651
HOG0001433	HOG0007794
HOG0001433	HOG0007903
HOG0001433	HOG0009482
HOG0001433	HOG0010287
HOG0001433	HOG0011077
HOG0001433	HOG0011964
HOG0001433	HOG0012570
HOG0001436	HOG0002277
HOG0001436	HOG0008504
HOG0001436	HOG0008535
HOG0001436	HOG0009465
HOG0001436	HOG0010140
HOG0001436	HOG0010494
HOG0001436	HOG0011377
HOG0001436	HOG0011763
HOG0001436	HOG0011831
HOG0001436	HOG0012267
HOG0001436	HOG0013708
HOG0001436	HOG0014193
HOG0001438	HOG0001668
HOG0001438	HOG0002252
HOG0001438	HOG0004053
HOG0001438	HOG0004123
HOG0001438	HOG0004478
HOG0001438	HOG0005297
HOG0001438	HOG0006664
HOG0001438	HOG0006900
HOG0001438	HOG0008925
HOG0001438	HOG0009729
HOG0001438	HOG0009736
HOG0001438	HOG0010198
HOG0001438	HOG0010647
HOG0001438	HOG0010795
HOG0001438	HOG0011954
HOG0001438	HOG0012101
HOG0001438	HOG0012122
HOG0001438	HOG0013044
HOG0001438	HOG0013142
HOG0001438	HOG0013369
HOG0001438	HOG0013438
HOG0001438	HOG0013644
HOG0001438	HOG0013676
HOG0001438	HOG0015244
HOG0001457	HOG0002483
HOG0001457	HOG0004395
HOG0001457	HOG0012166
HOG0001457	HOG0012300
HOG0001459	HOG0003716
HOG0001459	HOG0006954
HOG0001459	HOG0009923
HOG0001459	HOG0010745
HOG0001459	HOG0012298
HOG0001460	HOG0007869
HOG0001461	HOG0009687
HOG0001463	HOG0002716
HOG0001463	HOG0007660
HOG0001463	HOG0007776
HOG0001463	HOG0009808
HOG0001463	HOG0010765
HOG0001463	HOG0010825
HOG0001463	HOG0013449
HOG0001463	HOG0013540
HOG0001463	HOG0015419
HOG0001477	HOG0011546
HOG0001477	HOG0012147
HOG0001478	HOG0008792
HOG0001478	HOG0012208
HOG0001484	HOG0002405
HOG0001487	HOG0013075
HOG0001487	HOG0015770
HOG0001494	HOG0008235
HOG0001494	HOG0009961
HOG0001494	HOG0010326
HOG0001494	HOG0011034
HOG0001494	HOG0011177
HOG0001494	HOG0012216
HOG0001494	HOG0013421
HOG0001494	HOG0013808
HOG0001494	HOG0013982
HOG0001494	HOG0014989
HOG0001494	HOG0015497
HOG0001495	HOG0005320
HOG0001495	HOG0013315
HOG0001496	HOG0004014
HOG0001496	HOG0004140
HOG0001496	HOG0016204
HOG0001498	HOG0001500
HOG0001498	HOG0002244
HOG0001498	HOG0003739
HOG0001498	HOG0005144
HOG0001498	HOG0005199
HOG0001498	HOG0005268
HOG0001498	HOG0005394
HOG0001498	HOG0005570
HOG0001498	HOG0005615
HOG0001498	HOG0005639
HOG0001498	HOG0006100
HOG0001498	HOG0006252
HOG0001498	HOG0007175
HOG0001498	HOG0007292
HOG0001498	HOG0007346
HOG0001498	HOG0007452
HOG0001498	HOG0007555
HOG0001498	HOG0007621
HOG0001498	HOG0007644
HOG0001498	HOG0008030
HOG0001498	HOG0008344
HOG0001498	HOG0008361
HOG0001498	HOG0008368
HOG0001498	HOG0008452
HOG0001498	HOG0008504
HOG0001498	HOG0008706
HOG0001498	HOG0008843
HOG0001498	HOG0008874
HOG0001498	HOG0008943
HOG0001498	HOG0009074
HOG0001498	HOG0009190
HOG0001498	HOG0009201
HOG0001498	HOG0009300
HOG0001498	HOG0009453
HOG0001498	HOG0009479
HOG0001498	HOG0009602
HOG0001498	HOG0009690
HOG0001498	HOG0010095
HOG0001498	HOG0010206
HOG0001498	HOG0010489
HOG0001498	HOG0010705
HOG0001498	HOG0010839
HOG0001498	HOG0011720
HOG0001498	HOG0012179
HOG0001498	HOG0012321
HOG0001498	HOG0012807
HOG0001498	HOG0013183
HOG0001498	HOG0013652
HOG0001498	HOG0013782
HOG0001498	HOG0014571
HOG0001498	HOG0016136
HOG0001498	HOG0016564
HOG0001499	HOG0003401
HOG0001499	HOG0006515
HOG0001499	HOG0009495
HOG0001499	HOG0010090
HOG0001499	HOG0010453
HOG0001499	HOG0011695
HOG0001499	HOG0013280
HOG0001500	HOG0002058
HOG0001500	HOG0002244
HOG0001500	HOG0002283
HOG0001500	HOG0002710
HOG0001500	HOG0003186
HOG0001500	HOG0003634
HOG0001500	HOG0003739
HOG0001500	HOG0003819
HOG0001500	HOG0003934
HOG0001500	HOG0004635
HOG0001500	HOG0005144
HOG0001500	HOG0005199
HOG0001500	HOG0005268
HOG0001500	HOG0005567
HOG0001500	HOG0005570
HOG0001500	HOG0005606
HOG0001500	HOG0005615
HOG0001500	HOG0005639
HOG0001500	HOG0005944
HOG0001500	HOG0006011
HOG0001500	HOG0006170
HOG0001500	HOG0006252
HOG0001500	HOG0006535
HOG0001500	HOG0006823
HOG0001500	HOG0006939
HOG0001500	HOG0007030
HOG0001500	HOG0007173
HOG0001500	HOG0007175
HOG0001500	HOG0007452
HOG0001500	HOG0007621
HOG0001500	HOG0007644
HOG0001500	HOG0008030
HOG0001500	HOG0008324
HOG0001500	HOG0008332
HOG0001500	HOG0008344
HOG0001500	HOG0008361
HOG0001500	HOG0008368
HOG0001500	HOG0008452
HOG0001500	HOG0008504
HOG0001500	HOG0008638
HOG0001500	HOG0008650
HOG0001500	HOG0008670
HOG0001500	HOG0008706
HOG0001500	HOG0008805
HOG0001500	HOG0008843
HOG0001500	HOG0008887
HOG0001500	HOG0009074
HOG0001500	HOG0009095
HOG0001500	HOG0009201
HOG0001500	HOG0009260
HOG0001500	HOG0009300
HOG0001500	HOG0009396
HOG0001500	HOG0009427
HOG0001500	HOG0009453
HOG0001500	HOG0009602
HOG0001500	HOG0009690
HOG0001500	HOG0009695
HOG0001500	HOG0009697
HOG0001500	HOG0009828
HOG0001500	HOG0010095
HOG0001500	HOG0010170
HOG0001500	HOG0010186
HOG0001500	HOG0010206
HOG0001500	HOG0010243
HOG0001500	HOG0010489
HOG0001500	HOG0010704
HOG0001500	HOG0010705
HOG0001500	HOG0010839
HOG0001500	HOG0011075
HOG0001500	HOG0011094
HOG0001500	HOG0011205
HOG0001500	HOG0011661
HOG0001500	HOG0011677
HOG0001500	HOG0011720
HOG0001500	HOG0011923
HOG0001500	HOG0012292
HOG0001500	HOG0012321
HOG0001500	HOG0012807
HOG0001500	HOG0013085
HOG0001500	HOG0013864
HOG0001500	HOG0013953
HOG0001500	HOG0014524
HOG0001500	HOG0015068
HOG0001501	HOG0007666
HOG0001501	HOG0010159
HOG0001501	HOG0010284
HOG0001501	HOG0011003
HOG0001501	HOG0012865
HOG0001501	HOG0015251
HOG0001505	HOG0008120
HOG0001505	HOG0008336
HOG0001505	HOG0011081
HOG0001505	HOG0011139
HOG0001505	HOG0012247
