HOG_ID	Node_labels	color	Functional_category	Functional_cat_code	Comprehensive_ID
HOG0002263	NA	gray	Other	2	Atha__AT4G13260, Atha__AT5G25620
HOG0002265	NA	gray	Other	2	Atha__AT4G29270, Atha__AT4G29260
HOG0002267	NA	gray	Other	2	Atha__AT4G25150, Atha__AT5G51260
HOG0002272	NA	gray	Other	2	Atha__AT4G01330, Atha__AT1G01540
HOG0002273	NA	gray	Other	2	Atha__AT4G02630
HOG0002275	NA	gray	Other	2	Atha__AT1G31130, Atha__AT4G19950, Atha__AT5G44860
HOG0002277	NA	gray	Other	2	Atha__AT5G16170, Atha__AT1G10880
HOG0002278	NA	gray	Other	2	Atha__AT1G68390, Atha__AT1G68380
HOG0002282	NA	gray	Other	2	Atha__AT1G79800
HOG0002283	NA	gray	Other	2	Atha__AT5G14345, Atha__AT1G48940, Atha__AT3G18590
HOG0002285	NA	NA	NA	4	HOG0002285
HOG0002286	NA	gray	Other	2	Atha__AT1G79650, Atha__AT1G16190
HOG0002291	NA	gray	Other	2	Atha__AT3G18400
HOG0002293	NA	gray	Other	2	Atha__AT5G53950
HOG0002294	NA	gray	Other	2	Atha__AT3G62970
HOG0002295	NA	gray	Other	2	Atha__AT5G18650
HOG0002297	NA	gray	Other	2	Atha__AT5G22920
HOG0002306	NA	gray	Other	2	Atha__AT5G67090
HOG0002320	NA	gray	Other	2	Atha__AT2G13100
HOG0002321	NA	gray	Other	2	Atha__AT4G17550
HOG0002322	NA	gray	Other	2	Atha__AT3G47420
HOG0002326	NA	gray	Other	2	Atha__AT1G18250, Atha__AT1G73620
HOG0002328	NA	gray	Other	2	Atha__AT1G75040, Atha__AT1G75050, Atha__AT1G75030
HOG0002342	NA	gray	Other	2	Atha__AT2G26450, Atha__AT4G33230
HOG0002343	NA	gray	Other	2	Atha__AT4G15160, Atha__AT3G22120
HOG0002348	NA	gray	Other	2	Atha__AT2G21180, Atha__AT2G21185
HOG0002353	NA	gray	Other	2	Atha__AT1G79480
HOG0002355	NA	gray	Other	2	Atha__AT2G26150
HOG0002362	NA	Green	Plastid	3	Atha__AT5G03240, Atha__AT1G65350, Atha__AT5G20620, Atha__AT5G37640
HOG0002369	NA	gray	Other	2	Atha__AT5G49270, Atha__AT4G16120, Atha__AT3G16860
HOG0002370	NA	gray	Other	2	Atha__AT4G27110, Atha__AT3G20580
HOG0002374	NA	NA	NA	4	HOG0002374
HOG0002376	NA	Green	Plastid	3	Atha__AT1G22880, Atha__AT1G71380
HOG0002377	NA	gray	Other	2	Atha__AT4G02290, Atha__AT1G02800
HOG0002379	NA	gray	Other	2	Atha__AT4G20380
HOG0002381	NA	gray	Other	2	Atha__AT1G32540
HOG0002382	NA	gray	Other	2	Atha__AT1G43650
HOG0002388	NA	gray	Other	2	Atha__AT1G60790
HOG0002389	NA	gray	Other	2	Atha__AT3G12060, Atha__AT5G06700
HOG0002392	NA	gray	Other	2	Atha__AT3G18380
HOG0002393	NA	gray	Other	2	Atha__AT1G32930
HOG0002395	NA	gray	Other	2	Atha__AT1G77810
HOG0002401	NA	gray	Other	2	Atha__AT3G02940, Atha__AT5G16770
HOG0002402	NA	gray	Other	2	Atha__AT5G65230, Atha__AT5G10280
HOG0002405	NA	gray	Other	2	Atha__AT5G14590
HOG0002406	NA	gray	Other	2	Atha__AT1G54340, Atha__AT1G65930
HOG0002408	NA	gray	Other	2	Atha__AT3G63470
HOG0002411	NA	gray	Other	2	Atha__AT5G42650
HOG0002425	NA	NA	NA	4	Atha__ATCG00350
HOG0002428	NA	gray	Other	2	Atha__AT5G53940
HOG0002431	NA	gray	Other	2	Atha__AT2G20370
HOG0002432	NA	gray	Other	2	Atha__AT5G05950, Atha__AT3G46890
HOG0002441	NA	gray	Other	2	Atha__AT3G51070
HOG0002443	NA	gray	Other	2	Atha__AT5G36160
HOG0002445	NA	gray	Other	2	Atha__AT5G53970
HOG0002447	NA	gray	Other	2	Atha__AT3G48940, Atha__AT5G23750
HOG0002450	NA	gray	Other	2	Atha__AT2G42940
HOG0002453	NA	gray	Other	2	Atha__AT3G11410, Atha__AT5G59220, Atha__AT2G29380, Atha__AT1G07430
HOG0002454	NA	gray	Other	2	Atha__AT2G44310
HOG0002456	NA	NA	NA	4	HOG0002456
HOG0002457	NA	gray	Other	2	Atha__AT2G21600, Atha__AT4G39220
HOG0002459	NA	gray	Other	2	Atha__AT4G10490, Atha__AT4G10500
HOG0002461	NA	gray	Other	2	Atha__AT4G15250, Atha__AT3G21880
HOG0002466	NA	gray	Other	2	Atha__AT4G19640, Atha__AT5G45130
HOG0002467	NA	NA	NA	4	HOG0002467
HOG0002475	NA	gray	Other	2	Atha__AT3G25240, Atha__AT3G07350
HOG0002478	NA	gray	Other	2	Atha__AT1G76880, Atha__AT1G76890
HOG0002480	NA	Green	Plastid	3	Atha__AT1G52570, Atha__AT3G15730
HOG0002483	NA	gray	Other	2	Atha__AT5G25370
HOG0002486	NA	gray	Other	2	Atha__AT1G30755
HOG0002487	NA	red	Mitochondria	1	Atha__AT5G08660
HOG0002488	NA	gray	Other	2	Atha__AT1G34320
HOG0002489	NA	gray	Other	2	Atha__AT5G53120
HOG0002490	NA	gray	Other	2	Atha__AT1G23820, Atha__AT1G70310
HOG0002498	NA	gray	Other	2	Atha__AT3G50770
HOG0002502	NA	Green	Plastid	3	Atha__AT1G08070
HOG0002503	NA	red	Mitochondria	1	Atha__AT3G08820
HOG0002506	NA	Green	Plastid	3	Atha__AT3G15930
HOG0002508	NA	NA	NA	4	HOG0002508
HOG0002510	NA	NA	NA	4	HOG0002510
HOG0002511	NA	gray	Other	2	Atha__AT3G48760, Atha__AT3G26935, Atha__AT5G41060
HOG0002512	NA	NA	NA	4	HOG0002512
HOG0002515	NA	gray	Other	2	Atha__AT5G50740
HOG0002516	NA	gray	Other	2	Atha__AT3G02440
HOG0002533	NA	gray	Other	2	Atha__AT1G05960
HOG0002534	NA	gray	Other	2	Atha__AT5G21080, Atha__AT2G41830
HOG0002537	NA	gray	Other	2	Atha__AT4G20400, Atha__AT2G34880, Atha__AT1G30810
HOG0002542	NA	gray	Other	2	Atha__AT2G37950, Atha__AT5G01070, Atha__AT5G05830
HOG0002544	NA	NA	NA	4	HOG0002544
HOG0002546	NA	red	Mitochondria	1	Atha__AT5G03690, Atha__AT2G36460, Atha__AT3G52930
HOG0002548	NA	gray	Other	2	Atha__AT2G03710, Atha__AT3G02310, Atha__AT5G15800
HOG0002549	NA	gray	Other	2	Atha__AT2G23950, Atha__AT4G30520
HOG0002550	NA	gray	Other	2	Atha__AT5G16000, Atha__AT3G25560
HOG0002553	NA	gray	Other	2	Atha__AT1G62040
HOG0002561	NA	gray	Other	2	Atha__AT2G20230, Atha__AT4G28770
HOG0002562	NA	gray	Other	2	Atha__AT2G20740
HOG0002563	NA	gray	Other	2	Atha__AT4G14368, Atha__AT3G23270
HOG0002564	NA	gray	Other	2	Atha__AT1G76950, Atha__AT5G42140
HOG0002565	NA	gray	Other	2	Atha__AT4G02450
HOG0002572	NA	gray	Other	2	Atha__AT4G10770
HOG0002573	NA	gray	Other	2	Atha__AT5G53520, Atha__AT4G27730, Atha__AT5G53510
HOG0002575	NA	gray	Other	2	Atha__AT4G16143, Atha__AT3G06720
HOG0002579	NA	gray	Other	2	Atha__AT4G24470
HOG0002582	NA	gray	Other	2	Atha__AT3G09600, Atha__AT5G02840
HOG0002593	NA	NA	NA	4	HOG0002593
HOG0002594	NA	gray	Other	2	Atha__AT5G48450
HOG0002595	NA	gray	Other	2	Atha__AT4G25240, Atha__AT5G51480, Atha__AT4G12420
HOG0002596	NA	gray	Other	2	Atha__AT4G26390, Atha__AT5G56350
HOG0002599	NA	NA	NA	4	HOG0002599
HOG0002610	NA	gray	Other	2	Atha__AT3G21670
HOG0002616	NA	gray	Other	2	Atha__AT3G06300, Atha__AT5G18900
HOG0002617	NA	gray	Other	2	Atha__AT3G28490, Atha__AT3G28480
HOG0002639	NA	gray	Other	2	Atha__AT2G28940
HOG0002640	NA	gray	Other	2	Atha__AT3G09830, Atha__AT5G03320, Atha__AT2G39110
HOG0002643	NA	gray	Other	2	Atha__AT2G26695
HOG0002647	NA	gray	Other	2	Atha__AT1G75410, Atha__AT1G19700
HOG0002650	NA	gray	Other	2	Atha__AT3G17760
HOG0002652	NA	gray	Other	2	Atha__AT5G17330, Atha__AT2G02010, Atha__AT2G02000, Atha__AT1G65960
HOG0002658	NA	gray	Other	2	Atha__AT3G27090
HOG0002659	NA	gray	Other	2	Atha__AT3G24860
HOG0002660	NA	gray	Other	2	Atha__AT2G44730
HOG0002663	NA	Green	Plastid	3	Atha__AT5G35570
HOG0002666	NA	gray	Other	2	Atha__AT1G63460, Atha__AT4G11600
HOG0002669	NA	gray	Other	2	Atha__AT1G10610, Atha__AT2G16910
HOG0002671	NA	gray	Other	2	Atha__AT2G34150, Atha__AT1G29170
HOG0002673	NA	Green	Plastid	3	Atha__AT5G01730, Atha__AT2G38440
HOG0002674	NA	gray	Other	2	Atha__AT2G39900
HOG0002675	NA	gray	Other	2	Atha__AT1G01780, Atha__AT2G45800, Atha__AT3G61230
HOG0002677	NA	gray	Other	2	Atha__AT2G27220, Atha__AT5G02030
HOG0002679	NA	gray	Other	2	Atha__AT5G01840, Atha__AT2G30400, Atha__AT1G06920, Atha__AT5G58360
HOG0002680	NA	gray	Other	2	Atha__AT2G41480
HOG0002683	NA	gray	Other	2	Atha__AT2G37925
HOG0002696	NA	gray	Other	2	Atha__AT4G35785
HOG0002698	NA	Green	Plastid	3	Atha__AT1G07350
HOG0002700	NA	gray	Other	2	Atha__AT1G19540, Atha__AT1G75300, Atha__AT1G75290, Atha__AT1G75280
HOG0002703	NA	gray	Other	2	Atha__AT1G48100
HOG0002704	NA	gray	Other	2	Atha__AT4G01890, Atha__AT1G02460, Atha__AT1G56710
HOG0002710	NA	gray	Other	2	Atha__AT4G10840
HOG0002711	NA	gray	Other	2	Atha__AT1G27500, Atha__AT3G27960
HOG0002713	NA	gray	Other	2	Atha__AT1G71900, Atha__AT4G09640, Atha__AT1G34470
HOG0002714	NA	gray	Other	2	Atha__AT3G11820, Atha__AT3G52400
HOG0002716	NA	gray	Other	2	Atha__AT1G31240
HOG0002717	NA	gray	Other	2	Atha__AT3G02160, Atha__AT5G15570, Atha__AT4G34340
HOG0002718	NA	red	Mitochondria	1	Atha__AT1G06520
HOG0002720	NA	gray	Other	2	Atha__AT4G22010
HOG0002721	NA	gray	Other	2	Atha__AT1G41830, Atha__AT1G76160
HOG0002722	NA	NA	NA	4	HOG0002722
HOG0002725	NA	gray	Other	2	Atha__AT1G04880
HOG0002739	NA	gray	Other	2	Atha__AT1G15380, Atha__AT1G80160
HOG0002740	NA	gray	Other	2	Atha__AT1G68640
HOG0002741	NA	gray	Other	2	Atha__AT5G06960, Atha__AT3G12250, Atha__AT5G06950
HOG0002750	NA	gray	Other	2	Atha__AT3G47800, Atha__AT3G01260, Atha__AT5G15140
HOG0002751	NA	gray	Other	2	Atha__AT3G17940
HOG0002756	NA	gray	Other	2	Atha__AT3G24790, Atha__AT3G07070
HOG0002759	NA	Green	Plastid	3	Atha__AT3G51895
HOG0002760	NA	gray	Other	2	Atha__AT3G16370
HOG0002761	NA	gray	Other	2	Atha__AT5G22810, Atha__AT5G03810, Atha__AT5G03820, Atha__AT3G53100
HOG0002766	NA	NA	NA	4	HOG0002766
HOG0002767	NA	gray	Other	2	Atha__AT5G04250
HOG0002805	NA	NA	NA	4	HOG0002805
HOG0002806	NA	gray	Other	2	Atha__AT2G41060, Atha__AT3G56860
HOG0002807	NA	gray	Other	2	Atha__AT2G28520
HOG0002808	NA	gray	Other	2	Atha__AT2G21410, Atha__AT4G39080
HOG0002809	NA	gray	Other	2	Atha__AT2G25270, Atha__AT2G12400
HOG0002811	NA	gray	Other	2	Atha__AT5G25265
HOG0002812	NA	gray	Other	2	Atha__AT5G13500
HOG0002815	NA	red	Mitochondria	1	Atha__AT2G37760, Atha__AT2G37770, Atha__AT2G37790, Atha__AT3G53880
HOG0002818	NA	gray	Other	2	Atha__AT2G03370, Atha__AT2G03360
HOG0002819	NA	gray	Other	2	Atha__AT3G10320, Atha__AT2G41640, Atha__AT3G57380
HOG0002820	NA	gray	Other	2	Atha__AT3G53520
HOG0002822	NA	gray	Other	2	Atha__AT2G32020, Atha__AT2G32030
HOG0002825	NA	gray	Other	2	Atha__AT2G46610, Atha__AT3G61860
HOG0002826	NA	gray	Other	2	Atha__AT4G25500, Atha__AT5G52040
HOG0002828	NA	gray	Other	2	Atha__AT2G33410, Atha__AT4G14300
HOG0002831	NA	gray	Other	2	Atha__AT2G36320, Atha__AT3G52800, Atha__AT2G27580
HOG0002833	NA	gray	Other	2	Atha__AT5G22220, Atha__AT2G36010
HOG0002839	NA	NA	NA	4	HOG0002839
HOG0002840	NA	gray	Other	2	Atha__AT3G26932, Atha__AT5G41070
HOG0002844	NA	gray	Other	2	Atha__AT5G58880, Atha__AT2G29620, Atha__AT1G07330
HOG0002845	NA	gray	Other	2	Atha__AT5G17910
HOG0002848	NA	gray	Other	2	Atha__AT1G20270, Atha__AT5G66060, Atha__AT2G17720, Atha__AT4G35810
HOG0002857	NA	gray	Other	2	Atha__AT4G27780, Atha__AT5G53470
HOG0002858	NA	gray	Other	2	Atha__AT4G24230
HOG0002859	NA	gray	Other	2	Atha__AT1G13750
HOG0002860	NA	gray	Other	2	Atha__AT4G24890, Atha__AT5G50400
HOG0002861	NA	gray	Other	2	Atha__AT1G14730
HOG0002862	NA	Green	Plastid	3	Atha__AT4G25570
HOG0002864	NA	gray	Other	2	Atha__AT3G25620, Atha__AT4G27420
HOG0002865	NA	gray	Other	2	Atha__AT4G36290, Atha__AT4G36270, Atha__AT4G36280
HOG0002866	NA	Green	Plastid	3	Atha__AT1G19100
HOG0002868	NA	NA	NA	4	HOG0002868
HOG0002871	NA	gray	Other	2	Atha__AT5G13260, Atha__AT3G48860, Atha__AT5G23700
HOG0002875	NA	gray	Other	2	Atha__AT5G58090, Atha__AT4G31140
HOG0002879	NA	gray	Other	2	Atha__AT1G70510, Atha__AT1G23380
HOG0002884	NA	gray	Other	2	Atha__AT1G09790
HOG0002885	NA	gray	Other	2	Atha__AT5G60920
HOG0002887	NA	gray	Other	2	Atha__AT3G01100, Atha__AT1G69450
HOG0002888	NA	gray	Other	2	Atha__AT1G58520, Atha__AT1G10090
HOG0002891	NA	NA	NA	4	HOG0002891
HOG0002895	NA	gray	Other	2	Atha__AT1G20080
HOG0002897	NA	gray	Other	2	Atha__AT5G23190, Atha__AT5G08250
HOG0002903	NA	red	Mitochondria	1	Atha__AT1G32350, Atha__AT3G22370, Atha__AT3G27620, Atha__AT3G22360
HOG0002906	NA	gray	Other	2	Atha__AT5G08440, Atha__AT5G23510, Atha__AT5G23490
HOG0002910	NA	gray	Other	2	Atha__AT3G54040
HOG0002939	NA	red	Mitochondria	1	Atha__AT2G41380
HOG0002941	NA	gray	Other	2	Atha__AT2G20300
HOG0002942	NA	gray	Other	2	Atha__AT5G56890
HOG0002945	NA	NA	NA	4	HOG0002945
HOG0002949	NA	gray	Other	2	Atha__AT2G42760
HOG0002951	NA	NA	NA	4	HOG0002951
HOG0002957	NA	gray	Other	2	Atha__AT2G14740, Atha__AT2G14720
HOG0002958	NA	gray	Other	2	Atha__AT3G52850, Atha__AT2G30290
HOG0002961	NA	Green	Plastid	3	Atha__AT2G41130, Atha__AT3G56770
HOG0002970	NA	gray	Other	2	Atha__AT3G01990
HOG0002975	NA	Green	Plastid	3	Atha__AT5G01600
HOG0002980	NA	gray	Other	2	Atha__AT3G55430, Atha__AT2G39640, Atha__AT3G46570
HOG0002983	NA	gray	Other	2	Atha__AT1G79960
HOG0002984	NA	gray	Other	2	Atha__AT4G14860, Atha__AT2G32100, Atha__AT1G05420
HOG0002988	NA	gray	Other	2	Atha__AT5G22450
HOG0002990	NA	gray	Other	2	Atha__AT5G09870, Atha__AT5G64740, Atha__AT2G21770, Atha__AT4G39350
HOG0002995	NA	NA	NA	4	HOG0002995
HOG0002998	NA	gray	Other	2	Atha__AT2G28360, Atha__AT1G08005, Atha__AT1G07990, Atha__AT3G45190
HOG0003004	NA	gray	Other	2	Atha__AT3G05620
HOG0003005	NA	gray	Other	2	Atha__AT4G33220, Atha__AT3G43270
HOG0003008	NA	gray	Other	2	Atha__AT4G16770, Atha__AT4G16765
HOG0003010	NA	Green	Plastid	3	Atha__AT4G19390
HOG0003012	NA	Green	Plastid	3	Atha__AT5G13720
HOG0003017	NA	gray	Other	2	Atha__AT4G34215
HOG0003019	NA	gray	Other	2	Atha__AT3G49430
HOG0003022	NA	gray	Other	2	Atha__AT1G09140
HOG0003032	NA	NA	NA	4	HOG0003032
HOG0003039	NA	gray	Other	2	Atha__AT1G24350, Atha__AT1G67600
HOG0003050	NA	NA	NA	4	HOG0003050
HOG0003052	NA	gray	Other	2	Atha__AT5G07300, Atha__AT5G61900, Atha__AT5G61910
HOG0003065	NA	NA	NA	4	HOG0003065
HOG0003067	NA	gray	Other	2	Atha__AT5G20230
HOG0003070	NA	NA	NA	4	HOG0003070
HOG0003072	NA	gray	Other	2	Atha__AT5G63380
HOG0003117	NA	gray	Other	2	Atha__AT2G19900, Atha__AT5G11670, Atha__AT5G25880, Atha__AT1G79750
HOG0003124	NA	Green	Plastid	3	Atha__AT3G04790
HOG0003125	NA	gray	Other	2	Atha__AT2G01290, Atha__AT1G71100
HOG0003127	NA	red	Mitochondria	1	Atha__AT1G27000, Atha__AT2G02730
HOG0003128	NA	gray	Other	2	Atha__AT1G04960
HOG0003145	NA	gray	Other	2	Atha__AT3G13670
HOG0003146	NA	gray	Other	2	Atha__AT2G25760
HOG0003154	NA	gray	Other	2	Atha__AT2G45120, Atha__AT3G60580
HOG0003155	NA	gray	Other	2	Atha__AT2G45490
HOG0003156	NA	gray	Other	2	Atha__AT2G25880, Atha__AT4G32830
HOG0003157	NA	Green	Plastid	3	Atha__AT5G14990
HOG0003158	NA	red	Mitochondria	1	Atha__AT2G34730
HOG0003159	NA	gray	Other	2	Atha__AT4G25940, Atha__AT5G57200
HOG0003160	NA	gray	Other	2	Atha__AT2G01600, Atha__AT1G14910
HOG0003161	NA	gray	Other	2	Atha__AT3G06550
HOG0003162	NA	gray	Other	2	Atha__AT2G34410, Atha__AT1G29890, Atha__AT5G46340
HOG0003163	NA	gray	Other	2	Atha__AT3G56300, Atha__AT5G38830
HOG0003164	NA	gray	Other	2	Atha__AT2G31170
HOG0003166	NA	gray	Other	2	Atha__AT2G42830, Atha__AT3G58780, Atha__AT4G18960
HOG0003171	NA	gray	Other	2	Atha__AT4G23720, Atha__AT4G01140
HOG0003172	NA	gray	Other	2	Atha__AT5G14430
HOG0003174	NA	Green	Plastid	3	Atha__AT3G27190, Atha__AT5G40870
HOG0003176	NA	gray	Other	2	Atha__AT4G26510, Atha__AT1G55810
HOG0003178	NA	gray	Other	2	Atha__AT3G62560, Atha__AT1G56330
HOG0003185	NA	gray	Other	2	Atha__AT4G00900
HOG0003186	NA	gray	Other	2	Atha__AT1G07810, Atha__AT1G07670
HOG0003190	NA	gray	Other	2	Atha__AT4G29310
HOG0003191	NA	gray	Other	2	Atha__AT1G10020
HOG0003193	NA	NA	NA	4	HOG0003193
HOG0003196	NA	gray	Other	2	Atha__AT1G03920, Atha__AT4G14350, Atha__AT3G23310, Atha__AT1G30640
HOG0003198	NA	red	Mitochondria	1	Atha__AT3G26782
HOG0003202	NA	Green	Plastid	3	Atha__AT1G44000
HOG0003203	NA	Green	Plastid	3	Atha__AT4G22920, Atha__AT4G11911, Atha__AT4G11910
HOG0003206	NA	gray	Other	2	Atha__AT4G26630, Atha__AT5G55660
HOG0003207	NA	gray	Other	2	Atha__AT3G48710, Atha__AT5G63550
HOG0003211	NA	gray	Other	2	Atha__AT1G16360, Atha__AT1G79450, Atha__AT1G54320, Atha__AT3G12740
HOG0003212	NA	NA	NA	4	HOG0003212
HOG0003213	NA	NA	NA	4	HOG0003213
HOG0003220	NA	gray	Other	2	Atha__AT1G06840, Atha__AT3G53590, Atha__AT5G01950, Atha__AT5G37450
HOG0003232	NA	gray	Other	2	Atha__AT3G27870
HOG0003233	NA	gray	Other	2	Atha__AT1G13210, Atha__AT3G25610, Atha__AT1G68710, Atha__AT1G26130
HOG0003235	NA	gray	Other	2	Atha__AT5G66740, Atha__AT1G75160
HOG0003236	NA	gray	Other	2	Atha__AT5G05840, Atha__AT3G55720
HOG0003237	NA	gray	Other	2	Atha__AT5G48850, Atha__AT1G04770
HOG0003238	NA	NA	NA	4	HOG0003238
HOG0003240	NA	gray	Other	2	Atha__AT1G20670, Atha__AT1G76380
HOG0003241	NA	red	Mitochondria	1	Atha__AT1G14830
HOG0003242	NA	red	Mitochondria	1	Atha__AT3G60190
HOG0003243	NA	gray	Other	2	Atha__AT1G51770, Atha__AT3G21310, Atha__AT5G11730, Atha__AT5G25970
HOG0003244	NA	NA	NA	4	HOG0003244
HOG0003245	NA	gray	Other	2	Atha__AT1G69270, Atha__AT3G02130
HOG0003248	NA	NA	NA	4	HOG0003248
HOG0003253	NA	gray	Other	2	Atha__AT3G07570
HOG0003255	NA	gray	Other	2	Atha__AT3G16350
HOG0003262	NA	gray	Other	2	Atha__AT5G53570, Atha__AT3G49350, Atha__AT5G24390
HOG0003265	NA	gray	Other	2	Atha__AT3G17310
HOG0003266	NA	gray	Other	2	Atha__AT5G14620, Atha__AT5G15380
HOG0003267	NA	gray	Other	2	Atha__AT3G18215
HOG0003284	NA	gray	Other	2	Atha__AT5G02560
HOG0003289	NA	red	Mitochondria	1	Atha__AT5G56030, Atha__AT5G56000, Atha__AT5G56010, Atha__AT5G52640
HOG0003311	NA	gray	Other	2	Atha__AT3G10660, Atha__AT5G04870
HOG0003318	NA	red	Mitochondria	1	Atha__AT2G38660
HOG0003319	NA	gray	Other	2	Atha__AT4G00620, Atha__AT4G00600
HOG0003324	NA	gray	Other	2	Atha__AT2G43790
HOG0003330	NA	Green	Plastid	3	Atha__AT5G53890
HOG0003335	NA	gray	Other	2	Atha__AT5G66600, Atha__AT2G23700
HOG0003337	NA	Green	Plastid	3	Atha__AT5G53560
HOG0003338	NA	gray	Other	2	Atha__AT2G32720, Atha__AT5G48810
HOG0003340	NA	gray	Other	2	Atha__AT2G41240, Atha__AT3G56970, Atha__AT3G56980, Atha__AT5G04150
HOG0003344	NA	gray	Other	2	Atha__AT1G48240, Atha__AT3G17440
HOG0003345	NA	gray	Other	2	Atha__AT2G35190
HOG0003350	NA	gray	Other	2	Atha__AT1G60360
HOG0003351	NA	gray	Other	2	Atha__AT3G10815, Atha__AT2G40830, Atha__AT3G56580
HOG0003360	NA	gray	Other	2	Atha__AT2G25480, Atha__AT4G32330
HOG0003365	NA	gray	Other	2	Atha__AT2G27480
HOG0003366	NA	gray	Other	2	Atha__AT3G10300, Atha__AT5G04170
HOG0003367	NA	gray	Other	2	Atha__AT4G01200
HOG0003372	NA	gray	Other	2	Atha__AT2G28090, Atha__AT5G60800
HOG0003375	NA	Green	Plastid	3	Atha__AT4G34870, Atha__AT2G16600, Atha__AT2G21130, Atha__AT4G38740
HOG0003379	NA	NA	NA	4	HOG0003379
HOG0003386	NA	gray	Other	2	Atha__AT2G36170, Atha__AT3G52590
HOG0003389	NA	gray	Other	2	Atha__AT5G51710
HOG0003390	NA	gray	Other	2	Atha__AT5G11800, Atha__AT2G19600
HOG0003398	NA	gray	Other	2	Atha__AT1G09090
HOG0003399	NA	gray	Other	2	Atha__AT4G25090, Atha__AT5G51060, Atha__AT5G47910
HOG0003400	NA	gray	Other	2	Atha__AT4G27370, Atha__AT5G54280
HOG0003401	NA	gray	Other	2	Atha__AT1G50360, Atha__AT3G19960
HOG0003403	NA	gray	Other	2	Atha__AT4G18910, Atha__AT4G19030
HOG0003404	NA	gray	Other	2	Atha__AT5G37810, Atha__AT5G37820
HOG0003406	NA	gray	Other	2	Atha__AT5G07470, Atha__AT5G61640, Atha__AT5G07460, Atha__AT4G25130
HOG0003413	NA	gray	Other	2	Atha__AT4G13640, Atha__AT3G24120
HOG0003414	NA	gray	Other	2	Atha__AT4G22140, Atha__AT4G39100
HOG0003417	NA	gray	Other	2	Atha__AT1G80740, Atha__AT1G69770
HOG0003418	NA	NA	NA	4	HOG0003418
HOG0003420	NA	gray	Other	2	Atha__AT5G41610, Atha__AT4G23700, Atha__AT3G17630
HOG0003429	NA	gray	Other	2	Atha__AT3G45400, Atha__AT3G03650
HOG0003430	NA	gray	Other	2	Atha__AT1G74680
HOG0003431	NA	NA	NA	4	HOG0003431
HOG0003432	NA	gray	Other	2	Atha__AT3G13320, Atha__AT1G55730, Atha__AT1G55720
HOG0003435	NA	gray	Other	2	Atha__AT5G63850, Atha__AT5G09220, Atha__AT1G77380
HOG0003437	NA	gray	Other	2	Atha__AT5G50120, Atha__AT1G24130
HOG0003438	NA	gray	Other	2	Atha__AT1G12020, Atha__AT1G62422
HOG0003444	NA	gray	Other	2	Atha__AT3G09910, Atha__AT5G03530
HOG0003451	NA	gray	Other	2	Atha__AT1G49320
HOG0003452	NA	gray	Other	2	Atha__AT1G14687
HOG0003460	NA	red	Mitochondria	1	Atha__AT1G33360
HOG0003462	NA	red	Mitochondria	1	Atha__AT5G53350
HOG0003465	NA	gray	Other	2	Atha__AT1G23090
HOG0003466	NA	gray	Other	2	Atha__AT3G15990
HOG0003467	NA	gray	Other	2	Atha__AT1G69710
HOG0003468	NA	gray	Other	2	Atha__AT5G12350, Atha__AT5G19420
HOG0003469	NA	gray	Other	2	Atha__AT3G54850
HOG0003477	NA	gray	Other	2	Atha__AT5G66460
HOG0003478	NA	gray	Other	2	Atha__AT5G20010, Atha__AT5G20020, Atha__AT5G55190
HOG0003479	NA	NA	NA	4	HOG0003479
HOG0003480	NA	NA	NA	4	HOG0003480
HOG0003482	NA	gray	Other	2	Atha__AT5G10350, Atha__AT5G65260
HOG0003503	NA	NA	NA	4	HOG0003503
HOG0003506	NA	Green	Plastid	3	Atha__AT2G23060, Atha__AT4G37580
HOG0003510	NA	gray	Other	2	Atha__AT2G16770, Atha__AT4G35040
HOG0003521	NA	gray	Other	2	Atha__AT5G60210, Atha__AT2G37080, Atha__AT3G53350
HOG0003522	NA	gray	Other	2	Atha__AT5G03740, Atha__AT2G27840, Atha__AT3G44750, Atha__AT5G22650
HOG0003527	NA	gray	Other	2	Atha__AT2G26580
HOG0003529	NA	gray	Other	2	Atha__AT2G24120
HOG0003530	NA	gray	Other	2	Atha__AT5G15700, Atha__AT1G68990
HOG0003531	NA	gray	Other	2	Atha__AT1G62970, Atha__AT5G64360, Atha__AT5G09540, Atha__AT2G01710
HOG0003534	NA	NA	NA	4	HOG0003534
HOG0003542	NA	red	Mitochondria	1	Atha__AT4G28220, Atha__AT2G20800, Atha__AT4G05020, Atha__AT4G21490
HOG0003548	NA	NA	NA	4	HOG0003548
HOG0003549	NA	gray	Other	2	Atha__AT2G22300, Atha__AT5G09410, Atha__AT5G64220
HOG0003553	NA	NA	NA	4	HOG0003553
HOG0003555	NA	Green	Plastid	3	Atha__AT2G43970
HOG0003557	NA	gray	Other	2	Atha__AT5G52020, Atha__AT1G12630
HOG0003558	NA	gray	Other	2	Atha__AT2G03480, Atha__AT1G13860
HOG0003561	NA	gray	Other	2	Atha__AT1G51060, Atha__AT3G20670, Atha__AT5G54640, Atha__AT4G27230
HOG0003563	NA	gray	Other	2	Atha__AT5G47020
HOG0003564	NA	gray	Other	2	Atha__AT4G32920, Atha__AT5G11700
HOG0003565	NA	gray	Other	2	Atha__AT3G49470
HOG0003567	NA	gray	Other	2	Atha__AT3G12390, Atha__AT5G13850
HOG0003574	NA	gray	Other	2	Atha__AT5G54940
